Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total,Share of workforce (%),Sub-Major Group,Major Group
2000,3233,Precision Metal Trades Workers,3,55.8,9462,0.11,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3234,Toolmakers and Engineering Patternmakers,3,79,8699,0.1,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,3635,0.04,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3243,Vehicle Painters,3,79.6,11255,0.13,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3211,Automotive Electricians,3,59.2,6712,0.07,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3242,Vehicle Body Builders and Trimmers,3,68.2,4515,0.05,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,3212,Motor Mechanics,3,65.1,86854,1.02,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2000,2233,Training and Development Professionals,1,1.4,20470,0.24,"Business, Human Resource and Marketing Professionals",Professionals
2000,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,4487,0.05,"Business, Human Resource and Marketing Professionals",Professionals
2000,2222,Financial Dealers,1,20.5,17167,0.2,"Business, Human Resource and Marketing Professionals",Professionals
2000,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,9693,0.11,"Business, Human Resource and Marketing Professionals",Professionals
2000,2211,Accountants,1,94.3,118507,1.4,"Business, Human Resource and Marketing Professionals",Professionals
2000,2223,Financial Investment Advisers and Managers,1,43.8,31291,0.37,"Business, Human Resource and Marketing Professionals",Professionals
2000,2232,ICT Trainers,1,1.4,3935,0.04,"Business, Human Resource and Marketing Professionals",Professionals
2000,2231,Human Resource Professionals,1,24.8,42853,0.5,"Business, Human Resource and Marketing Professionals",Professionals
2000,2221,Financial Brokers,2,36,14791,0.17,"Business, Human Resource and Marketing Professionals",Professionals
2000,2242,"Archivists, Curators and Records Managers",1,56,2411,0.02,"Business, Human Resource and Marketing Professionals",Professionals
2000,2249,Other Information and Organisation Professionals,1,35.2,6746,0.07,"Business, Human Resource and Marketing Professionals",Professionals
2000,2254,Technical Sales Representatives,1,21.7,27646,0.32,"Business, Human Resource and Marketing Professionals",Professionals
2000,2251,Advertising and Marketing Professionals,1,58.2,29712,0.35,"Business, Human Resource and Marketing Professionals",Professionals
2000,2253,Public Relations Professionals,1,18,13979,0.16,"Business, Human Resource and Marketing Professionals",Professionals
2000,2252,ICT Sales Professionals,1,15.1,11109,0.13,"Business, Human Resource and Marketing Professionals",Professionals
2000,2244,Intelligence and Policy Analysts,1,23,8225,0.09,"Business, Human Resource and Marketing Professionals",Professionals
2000,2245,Land Economists and Valuers,1,67.6,5667,0.06,"Business, Human Resource and Marketing Professionals",Professionals
2000,2246,Librarians,1,59.5,11989,0.14,"Business, Human Resource and Marketing Professionals",Professionals
2000,2247,Management and Organisation Analysts,1,10.9,29497,0.34,"Business, Human Resource and Marketing Professionals",Professionals
2000,2243,Economists,1,43,4573,0.05,"Business, Human Resource and Marketing Professionals",Professionals
2000,4221,Education Aides,4,56,47677,0.56,Carers and Aides,Community and Personal Service Workers
2000,4233,Nursing Support and Personal Care Workers,4,47.4,39164,0.46,Carers and Aides,Community and Personal Service Workers
2000,4234,Special Care Workers,4,9.3,2147,0.02,Carers and Aides,Community and Personal Service Workers
2000,4232,Dental Assistants,4,60.1,12077,0.14,Carers and Aides,Community and Personal Service Workers
2000,4211,Child Carers,4,8.4,67617,0.79,Carers and Aides,Community and Personal Service Workers
2000,4231,Aged and Disabled Carers,4,55,73727,0.87,Carers and Aides,Community and Personal Service Workers
2000,1111,Chief Executives and Managing Directors,1,14,17959,0.21,"Chief Executives, General Managers and Legislators",Managers
2000,1112,General Managers,1,14,15775,0.18,"Chief Executives, General Managers and Legislators",Managers
2000,8111,Car Detailers,5,37,14962,0.17,Cleaners and Laundry Workers,Labourers
2000,8116,Other Cleaners,5,78.5,16102,0.19,Cleaners and Laundry Workers,Labourers
2000,8114,Housekeepers,5,70.6,13836,0.16,Cleaners and Laundry Workers,Labourers
2000,8115,Laundry Workers,5,73.1,19116,0.22,Cleaners and Laundry Workers,Labourers
2000,8112,Commercial Cleaners,5,65.5,146291,1.73,Cleaners and Laundry Workers,Labourers
2000,8113,Domestic Cleaners,5,69,25613,0.3,Cleaners and Laundry Workers,Labourers
2000,5612,Couriers and Postal Deliverers,5,77.8,40438,0.47,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5611,Betting Clerks,5,76.9,6601,0.07,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5615,Survey Interviewers,5,94,2314,0.02,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5616,Switchboard Operators,5,96.1,12613,0.14,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5619,Other Clerical and Office Support Workers,5,96.7,6977,0.08,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5614,Mail Sorters,5,77.2,19463,0.23,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,5613,Filing and Registry Clerks,5,94.5,14321,0.16,Clerical and Office Support Workers,Clerical and Administrative Workers
2000,3332,Plasterers,3,77.5,30373,0.35,Construction Trades Workers,Technicians and Trades Workers
2000,3333,Roof Tilers,3,90,11003,0.13,Construction Trades Workers,Technicians and Trades Workers
2000,3341,Plumbers,3,40.3,49426,0.58,Construction Trades Workers,Technicians and Trades Workers
2000,3334,Wall and Floor Tilers,3,80.6,12770,0.15,Construction Trades Workers,Technicians and Trades Workers
2000,3311,Bricklayers and Stonemasons,3,83.1,29029,0.34,Construction Trades Workers,Technicians and Trades Workers
2000,3321,Floor Finishers,3,80.6,7932,0.09,Construction Trades Workers,Technicians and Trades Workers
2000,3331,Glaziers,3,73,6990,0.08,Construction Trades Workers,Technicians and Trades Workers
2000,3312,Carpenters and Joiners,3,72,91869,1.08,Construction Trades Workers,Technicians and Trades Workers
2000,3322,Painting Trades Workers,3,75.2,42491,0.5,Construction Trades Workers,Technicians and Trades Workers
2000,8211,Building and Plumbing Labourers,5,85.8,45237,0.53,Construction and Mining Labourers,Labourers
2000,8215,Paving and Surfacing Labourers,5,87.2,9082,0.1,Construction and Mining Labourers,Labourers
2000,8212,Concreters,5,90,25766,0.3,Construction and Mining Labourers,Labourers
2000,8214,Insulation and Home Improvement Installers,4,67.3,13694,0.16,Construction and Mining Labourers,Labourers
2000,8213,Fencers,4,85.6,9115,0.1,Construction and Mining Labourers,Labourers
2000,8217,Structural Steel Construction Workers,4,77.7,10514,0.12,Construction and Mining Labourers,Labourers
2000,8219,Other Construction and Mining Labourers,5,56.7,6221,0.07,Construction and Mining Labourers,Labourers
2000,8216,Railway Track Workers,4,87.2,4949,0.05,Construction and Mining Labourers,Labourers
2000,2322,Surveyors and Spatial Scientists,1,48.7,8204,0.09,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2321,Architects and Landscape Architects,1,2.2,14903,0.17,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2324,"Graphic and Web Designers, and Illustrators",1,7.3,26649,0.31,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,5109,0.06,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2345,Life Scientists,1,4.3,6723,0.07,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2311,Air Transport Professionals,1,25.5,10752,0.12,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2312,Marine Transport Professionals,1,20,11198,0.13,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2349,Other Natural and Physical Science Professionals,1,16.1,4905,0.05,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2341,Agricultural and Forestry Scientists,1,1.1,5797,0.06,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2342,"Chemists, and Food and Wine Scientists",1,6.6,9646,0.11,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2336,Mining Engineers,1,12,3474,0.04,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2339,Other Engineering Professionals,1,2.2,6669,0.07,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,6795,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2343,Environmental Scientists,1,8.6,12004,0.14,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2347,Veterinarians,1,3.8,7478,0.08,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2346,Medical Laboratory Scientists,1,59.8,14405,0.17,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2326,Urban and Regional Planners,1,13,5235,0.06,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2325,Interior Designers,1,15.1,5063,0.05,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2334,Electronics Engineers,1,12.9,4625,0.05,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2331,Chemical and Materials Engineers,1,1.8,3081,0.03,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2335,"Industrial, Mechanical and Production Engineers",1,2.1,22078,0.26,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2333,Electrical Engineers,1,10,11536,0.13,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2332,Civil Engineering Professionals,1,1.9,26548,0.31,"Design, Engineering, Science and Transport Professionals",Professionals
2000,2414,Secondary School Teachers,1,0.8,115657,1.36,Education Professionals,Professionals
2000,2492,Private Tutors and Teachers,1,11.9,23938,0.28,Education Professionals,Professionals
2000,2493,Teachers of English to Speakers of Other Languages,1,17.1,2865,0.03,Education Professionals,Professionals
2000,2491,Education Advisers and Reviewers,1,0.4,9314,0.11,Education Professionals,Professionals
2000,2415,Special Education Teachers,1,1.1,9811,0.11,Education Professionals,Professionals
2000,2422,Vocational Education Teachers,1,5.3,31313,0.37,Education Professionals,Professionals
2000,2412,Primary School Teachers,1,5.7,124008,1.46,Education Professionals,Professionals
2000,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,13359,0.15,Education Professionals,Professionals
2000,3424,Telecommunications Trades Workers,3,44.8,27141,0.32,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2000,3411,Electricians,3,27.7,93590,1.1,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2000,3423,Electronics Trades Workers,3,47.9,37793,0.44,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2000,3422,Electrical Distribution Trades Workers,3,7.3,6799,0.08,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2000,3421,Airconditioning and Refrigeration Mechanics,3,56.3,16885,0.19,Electrotechnology and Telecommunications Trades Workers,Technicians and Trades Workers
2000,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,6219,0.07,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,11532,0.13,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,7482,0.08,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3126,Safety Inspectors,2,21.1,5620,0.06,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3132,Telecommunications Technical Specialists,2,73.2,4733,0.05,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3131,ICT Support Technicians,2,31,24801,0.29,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3129,Other Building and Engineering Technicians,2,43.5,6724,0.07,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3113,Primary Products Inspectors,2,33.7,2277,0.02,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3112,Medical Technicians,2,61.7,12939,0.15,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3111,Agricultural Technicians,2,73.1,2856,0.03,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3122,Civil Engineering Draftspersons and Technicians,2,63,10043,0.11,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3121,"Architectural, Building and Surveying Technicians",2,45.3,43664,0.51,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,3114,Science Technicians,2,55,21704,0.25,"Engineering, ICT and Science Technicians",Technicians and Trades Workers
2000,8394,Timber and Wood Process Workers,5,79.4,12558,0.14,Factory Process Workers,Labourers
2000,8399,Other Factory Process Workers,5,81.8,11392,0.13,Factory Process Workers,Labourers
2000,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,14329,0.16,Factory Process Workers,Labourers
2000,8321,Packers,5,60.1,76663,0.9,Factory Process Workers,Labourers
2000,8311,Food and Drink Factory Workers,5,74.2,23024,0.27,Factory Process Workers,Labourers
2000,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,12927,0.15,Factory Process Workers,Labourers
2000,8393,Product Quality Controllers,4,97,17419,0.2,Factory Process Workers,Labourers
2000,8322,Product Assemblers,5,95.2,48596,0.57,Factory Process Workers,Labourers
2000,8415,Livestock Farm Workers,5,61.8,40503,0.47,"Farm, Forestry and Garden Workers",Labourers
2000,8413,Forestry and Logging Workers,4,81.8,4393,0.05,"Farm, Forestry and Garden Workers",Labourers
2000,8419,"Other Farm, Forestry and Garden Workers",5,67.5,7344,0.08,"Farm, Forestry and Garden Workers",Labourers
